Building_ID,Floor,Zone,Room_ID,Day_Type,Season,Indoor_Temperature_C,Outdoor_Temperature_C,Humidity_Percent,CO2_ppm,Occupancy,HVAC_Status,HVAC_Mode,HVAC_Setpoint_C,Lighting_Level_Percent,Equipment_Load_kW,Solar_Radiation_Wm2,Wind_Speed_mps,Electricity_Price_per_kWh,Renewable_Generation_kWh,Energy_Consumption_kWh,Carbon_Emission_kgCO2,Comfort_Score,Predicted_Energy_kWh,Recommended_HVAC_Setpoint_C,Expected_Energy_Saving_Percent,AI_Action,Hour,Day,Month,Year,DayOfWeek,WeekOfYear,Quarter,IsWeekend
B1,1,Zone-6,Room-130,Weekend,Spring,24.35,23.65,66.3,580,10,ON,Ventilation,24,60,6.91,0.0,3.81,0.1,0.0,49.51,40.6,95.0,48.11,24,8,Maintain settings,5,17,5,2025,5,20,2,1
B1,5,Zone-4,Room-106,Weekend,Spring,24.09,22.35,55.7,402,0,OFF,Ventilation,28,10,4.69,0.0,0.5,0.1,0.0,33.56,27.52,98.4,32.58,25,8,Maintain settings,6,17,5,2025,5,20,2,1
B1,5,Zone-4,Room-114,Weekend,Spring,23.72,21.28,54.2,518,6,ON,Ventilation,24,60,6.14,207.1,2.48,0.1,0.52,41.13,33.73,97.7,40.47,25,12,Shift non-critical loads,7,17,5,2025,5,20,2,1
B1,1,Zone-6,Room-102,Weekend,Spring,23.98,20.47,57.0,417,1,ON,Ventilation,24,60,4.7,400.0,4.22,0.1,1.0,36.49,29.92,98.5,37.96,25,12,Increase HVAC setpoint,8,17,5,2025,5,20,2,1
B1,1,Zone-5,Room-139,Weekend,Spring,24.09,21.56,48.4,424,1,ON,Ventilation,24,60,5.09,565.7,1.64,0.15,1.41,34.92,28.63,99.2,33.56,25,12,Shift non-critical loads,9,17,5,2025,5,20,2,1
B1,5,Zone-3,Room-108,Weekend,Spring,24.0,22.88,57.6,414,0,OFF,Ventilation,28,10,4.57,692.8,2.92,0.15,1.73,34.77,28.51,98.5,35.7,25,8,Increase HVAC setpoint,10,17,5,2025,5,20,2,1
B1,4,Zone-8,Room-118,Weekend,Spring,23.28,22.43,54.5,491,5,ON,Ventilation,24,60,6.4,772.7,4.0,0.15,1.93,39.38,32.29,95.5,37.73,25,12,Decrease HVAC setpoint,11,17,5,2025,5,20,2,1
B1,5,Zone-1,Room-137,Weekend,Spring,23.74,23.65,60.3,453,2,ON,Ventilation,24,60,5.81,800.0,2.09,0.15,2.0,38.59,31.64,96.6,37.02,25,12,Reduce ventilation,12,17,5,2025,5,20,2,1
B1,2,Zone-7,Room-140,Weekend,Spring,23.25,25.24,48.9,439,2,ON,Cooling,24,60,5.58,772.7,1.77,0.15,1.93,41.85,34.32,96.0,43.47,25,12,Reduce ventilation,13,17,5,2025,5,20,2,1
B1,3,Zone-3,Room-129,Weekend,Spring,23.15,27.01,53.7,484,3,ON,Cooling,24,60,5.4,692.8,4.02,0.15,1.73,43.9,36.0,95.0,45.56,25,12,Reduce ventilation,14,17,5,2025,5,20,2,1
B1,5,Zone-8,Room-146,Weekend,Spring,23.97,29.58,49.5,448,1,ON,Cooling,24,60,5.39,565.7,2.24,0.15,1.41,48.66,39.9,99.7,46.89,25,12,Increase ventilation,15,17,5,2025,5,20,2,1
B1,4,Zone-8,Room-114,Weekend,Spring,22.96,31.91,57.9,431,2,ON,Cooling,24,60,5.0,400.0,2.22,0.15,1.0,51.18,41.97,93.2,50.38,25,12,Maintain settings,16,17,5,2025,5,20,2,1
B1,3,Zone-1,Room-123,Weekend,Spring,23.78,31.84,47.8,512,6,ON,Cooling,24,60,6.55,207.1,3.97,0.15,0.52,56.28,46.15,98.4,57.72,25,12,Shift non-critical loads,17,17,5,2025,5,20,2,1
B1,1,Zone-5,Room-130,Weekend,Spring,24.14,33.63,47.7,463,3,ON,Cooling,24,60,5.74,0.0,2.46,0.18,0.0,54.76,44.9,98.8,55.32,25,12,Dim lighting,18,17,5,2025,5,20,2,1
B1,1,Zone-8,Room-109,Weekend,Spring,24.02,34.15,47.7,538,8,ON,Cooling,24,60,6.79,0.0,4.16,0.18,0.0,60.76,49.82,99.4,61.36,25,12,Maintain settings,19,17,5,2025,5,20,2,1
B1,2,Zone-3,Room-134,Weekend,Spring,23.26,34.91,61.5,448,1,ON,Cooling,24,60,5.08,0.0,2.57,0.18,0.0,55.37,45.4,94.0,55.48,25,12,Dim lighting,20,17,5,2025,5,20,2,1
B1,5,Zone-3,Room-119,Weekend,Spring,23.48,34.45,63.0,439,0,ON,Cooling,24,10,5.18,0.0,1.65,0.18,0.0,50.44,41.36,94.8,50.67,25,12,Maintain settings,21,17,5,2025,5,20,2,1
B1,3,Zone-5,Room-136,Weekend,Spring,23.06,33.95,43.8,483,5,ON,Cooling,24,60,5.64,0.0,1.14,0.18,0.0,56.56,46.38,94.0,57.71,25,12,Increase ventilation,22,17,5,2025,5,20,2,1
B1,5,Zone-5,Room-130,Weekend,Spring,24.18,33.6,44.6,558,8,ON,Cooling,24,60,6.69,0.0,3.94,0.1,0.0,59.79,49.03,98.0,59.23,25,12,Maintain settings,23,17,5,2025,5,20,2,1
B1,3,Zone-8,Room-101,Weekend,Spring,23.91,31.83,48.2,484,3,ON,Cooling,24,60,5.93,0.0,2.84,0.1,0.0,52.22,42.82,99.2,52.08,25,12,Shift non-critical loads,0,18,5,2025,6,20,2,1
B1,2,Zone-8,Room-125,Weekend,Spring,24.02,30.73,51.2,475,4,ON,Cooling,24,60,5.59,0.0,4.55,0.1,0.0,51.57,42.29,99.7,52.16,25,12,Increase ventilation,1,18,5,2025,6,20,2,1
B1,5,Zone-6,Room-104,Weekend,Spring,23.76,27.27,43.8,424,0,OFF,Cooling,28,10,5.07,0.0,4.16,0.1,0.0,43.99,36.07,97.5,45.66,25,8,Maintain settings,2,18,5,2025,6,20,2,1
B1,3,Zone-1,Room-109,Weekend,Spring,23.65,25.92,60.0,439,0,OFF,Cooling,28,10,5.18,0.0,2.3,0.1,0.0,38.79,31.81,96.3,37.6,25,8,Maintain settings,3,18,5,2025,6,20,2,1
B1,4,Zone-5,Room-149,Weekend,Spring,23.84,24.63,43.7,418,0,OFF,Ventilation,28,10,4.55,0.0,2.94,0.1,0.0,38.31,31.41,97.9,37.9,25,8,Increase HVAC setpoint,4,18,5,2025,6,20,2,1
B1,5,Zone-3,Room-131,Weekend,Spring,23.02,21.99,46.4,420,0,OFF,Ventilation,28,10,5.38,0.0,2.96,0.1,0.0,35.44,29.06,94.4,36.39,25,8,Dim lighting,5,18,5,2025,6,20,2,1
B1,2,Zone-1,Room-107,Weekend,Spring,23.19,20.79,60.6,480,3,ON,Ventilation,24,60,5.12,0.0,3.43,0.1,0.0,39.97,32.78,93.8,41.66,25,12,Decrease HVAC setpoint,6,18,5,2025,6,20,2,1
B1,3,Zone-7,Room-134,Weekend,Spring,23.76,20.64,47.3,424,1,ON,Ventilation,24,60,5.56,207.1,2.18,0.1,0.52,37.43,30.69,98.3,36.46,25,12,Maintain settings,7,18,5,2025,6,20,2,1
B1,4,Zone-8,Room-136,Weekend,Spring,23.76,21.5,62.5,494,6,ON,Ventilation,24,60,5.82,400.0,4.07,0.1,1.0,41.71,34.2,96.3,42.37,25,12,Shift non-critical loads,8,18,5,2025,6,20,2,1
B1,5,Zone-8,Room-101,Weekend,Spring,23.83,20.5,63.2,503,5,ON,Ventilation,24,60,5.94,565.7,2.3,0.15,1.41,40.59,33.28,96.5,39.8,25,12,Shift non-critical loads,9,18,5,2025,6,20,2,1
B1,1,Zone-1,Room-133,Weekend,Spring,23.61,22.41,43.7,494,6,ON,Ventilation,24,60,6.08,692.8,3.64,0.15,1.73,43.77,35.89,96.8,44.66,25,12,Increase ventilation,10,18,5,2025,6,20,2,1
B1,3,Zone-8,Room-112,Weekend,Spring,23.43,21.98,46.3,477,5,ON,Ventilation,24,60,5.94,772.7,3.01,0.15,1.93,40.35,33.09,96.4,39.15,25,12,Maintain settings,11,18,5,2025,6,20,2,1
B1,4,Zone-2,Room-123,Weekend,Spring,24.16,23.61,66.6,444,3,ON,Ventilation,24,60,5.9,800.0,2.8,0.15,2.0,42.54,34.88,95.9,43.08,25,12,Increase HVAC setpoint,12,18,5,2025,6,20,2,1
B1,3,Zone-8,Room-105,Weekend,Spring,23.12,25.76,48.1,399,0,OFF,Cooling,28,10,5.16,772.7,2.11,0.15,1.93,40.79,33.45,95.2,40.4,25,8,Shift non-critical loads,13,18,5,2025,6,20,2,1
B1,1,Zone-2,Room-131,Weekend,Spring,23.49,28.38,53.2,470,4,ON,Cooling,24,60,5.65,692.8,2.97,0.15,1.73,48.03,39.38,96.8,46.91,25,12,Shift non-critical loads,14,18,5,2025,6,20,2,1
B1,1,Zone-4,Room-107,Weekend,Spring,23.33,29.27,56.7,476,5,ON,Cooling,24,60,6.33,565.7,3.35,0.15,1.41,48.63,39.88,95.3,48.24,25,12,Shift non-critical loads,15,18,5,2025,6,20,2,1
B1,3,Zone-3,Room-147,Weekend,Spring,23.94,32.39,62.6,520,5,ON,Cooling,24,60,6.23,400.0,2.43,0.15,1.0,55.98,45.9,97.2,56.15,25,12,Reduce ventilation,16,18,5,2025,6,20,2,1
B1,1,Zone-5,Room-122,Weekend,Spring,23.46,32.54,54.6,469,4,ON,Cooling,24,60,5.51,207.1,2.43,0.15,0.52,53.37,43.76,96.4,55.01,25,12,Shift non-critical loads,17,18,5,2025,6,20,2,1
B1,5,Zone-4,Room-120,Weekend,Spring,23.76,35.03,47.8,481,4,ON,Cooling,24,60,5.39,0.0,3.5,0.18,0.0,57.41,47.08,98.4,57.48,25,12,Increase ventilation,18,18,5,2025,6,20,2,1
B1,5,Zone-6,Room-111,Weekend,Spring,23.27,34.62,66.1,484,5,ON,Cooling,24,60,5.6,0.0,3.57,0.18,0.0,57.74,47.35,93.1,57.08,25,12,Maintain settings,19,18,5,2025,6,20,2,1
B1,2,Zone-6,Room-134,Weekend,Spring,23.56,35.61,61.2,472,4,ON,Cooling,24,60,6.06,0.0,2.36,0.18,0.0,57.48,47.13,95.5,57.55,25,12,Increase HVAC setpoint,20,18,5,2025,6,20,2,1
B1,2,Zone-6,Room-122,Weekend,Spring,23.67,34.84,47.4,528,7,ON,Cooling,24,60,6.18,0.0,3.68,0.18,0.0,61.56,50.48,97.8,60.55,25,12,Shift non-critical loads,21,18,5,2025,6,20,2,1
B1,3,Zone-3,Room-119,Weekend,Spring,24.04,33.39,64.5,480,4,ON,Cooling,24,60,5.44,0.0,4.12,0.18,0.0,54.82,44.95,96.9,55.13,25,12,Maintain settings,22,18,5,2025,6,20,2,1
B1,4,Zone-4,Room-149,Weekend,Spring,23.11,33.56,66.7,441,2,ON,Cooling,24,60,5.35,0.0,2.52,0.1,0.0,53.6,43.95,92.2,55.11,25,12,Decrease HVAC setpoint,23,18,5,2025,6,20,2,1
B1,4,Zone-1,Room-146,Weekday,Spring,23.99,32.47,63.5,431,0,ON,Cooling,24,10,5.38,0.0,3.59,0.1,0.0,50.62,41.51,97.2,50.23,25,12,Increase HVAC setpoint,0,19,5,2025,0,21,2,0
B1,3,Zone-8,Room-109,Weekday,Spring,23.13,28.63,51.0,535,7,ON,Cooling,24,60,6.64,0.0,2.21,0.1,0.0,51.14,41.93,95.4,51.58,25,12,Increase HVAC setpoint,1,19,5,2025,0,21,2,0
B1,5,Zone-5,Room-145,Weekday,Spring,23.29,27.61,50.8,436,1,ON,Cooling,24,60,5.17,0.0,4.13,0.1,0.0,44.1,36.16,96.3,46.09,25,12,Maintain settings,2,19,5,2025,0,21,2,0
B1,5,Zone-3,Room-145,Weekday,Spring,23.21,26.69,51.5,555,9,ON,Cooling,24,60,6.89,0.0,3.11,0.1,0.0,52.22,42.82,95.7,54.19,25,12,Dim lighting,3,19,5,2025,0,21,2,0
B1,3,Zone-5,Room-127,Weekday,Spring,23.55,24.52,55.9,420,0,OFF,Ventilation,28,10,4.78,0.0,3.54,0.1,0.0,39.4,32.31,96.6,37.69,25,8,Shift non-critical loads,4,19,5,2025,0,21,2,0
B1,4,Zone-1,Room-147,Weekday,Spring,24.27,22.56,59.9,554,7,ON,Ventilation,24,60,6.41,0.0,0.66,0.1,0.0,44.05,36.12,96.7,43.03,25,12,Decrease HVAC setpoint,5,19,5,2025,0,21,2,0
B1,5,Zone-7,Room-128,Weekday,Spring,24.12,22.13,51.5,545,8,ON,Ventilation,24,60,6.8,0.0,3.42,0.1,0.0,46.73,38.32,99.1,46.53,25,12,Dim lighting,6,19,5,2025,0,21,2,0
B1,3,Zone-2,Room-111,Weekday,Spring,23.99,21.41,62.1,525,7,ON,Ventilation,24,60,6.07,207.1,3.67,0.1,0.52,42.23,34.63,97.5,40.79,25,12,Shift non-critical loads,7,19,5,2025,0,21,2,0
B1,5,Zone-5,Room-115,Weekday,Spring,24.44,20.68,57.3,887,29,ON,Ventilation,24,90,10.23,400.0,2.34,0.1,1.0,63.44,52.02,92.4,62.02,24,8,Dim lighting,8,19,5,2025,0,21,2,0
B1,4,Zone-5,Room-106,Weekday,Spring,24.02,20.36,52.4,1077,40,ON,Ventilation,24,90,12.51,565.7,2.32,0.15,1.41,73.89,60.59,86.9,75.03,24,8,Increase HVAC setpoint,9,19,5,2025,0,21,2,0
B1,3,Zone-3,Room-102,Weekday,Spring,24.19,21.87,45.6,973,36,ON,Ventilation,24,90,11.77,692.8,3.25,0.15,1.73,71.9,58.96,90.3,70.49,24,8,Shift non-critical loads,10,19,5,2025,0,21,2,0
B1,4,Zone-8,Room-129,Weekday,Spring,24.01,22.42,64.1,989,36,ON,Ventilation,24,90,11.7,772.7,3.78,0.15,1.93,69.54,57.02,88.5,67.94,24,8,Increase HVAC setpoint,11,19,5,2025,0,21,2,0
B1,4,Zone-2,Room-128,Weekday,Spring,24.2,23.93,64.4,1225,50,ON,Ventilation,24,90,14.03,800.0,3.34,0.15,2.0,85.21,69.87,76.8,84.23,24,8,Maintain settings,12,19,5,2025,0,21,2,0
B1,2,Zone-8,Room-146,Weekday,Spring,24.91,25.84,51.1,1083,40,ON,Cooling,24,90,12.61,772.7,2.45,0.15,1.93,80.87,66.31,82.4,80.79,24,8,Reduce ventilation,13,19,5,2025,0,21,2,0
B1,4,Zone-4,Room-132,Weekday,Spring,23.97,29.18,51.7,925,33,ON,Cooling,24,90,10.99,692.8,4.41,0.15,1.73,75.51,61.92,93.8,73.9,24,8,Dim lighting,14,19,5,2025,0,21,2,0
B1,1,Zone-5,Room-130,Weekday,Spring,24.75,29.52,64.3,1247,52,ON,Cooling,24,90,14.84,565.7,3.99,0.15,1.41,97.44,79.9,73.1,95.6,24,8,Shift non-critical loads,15,19,5,2025,0,21,2,0
B1,5,Zone-1,Room-103,Weekday,Spring,24.86,31.44,46.9,962,35,ON,Cooling,24,90,10.92,400.0,2.52,0.15,1.0,81.49,66.82,87.7,81.46,24,8,Reduce ventilation,16,19,5,2025,0,21,2,0
B1,5,Zone-8,Room-149,Weekday,Spring,24.35,33.07,55.0,986,36,ON,Cooling,24,90,11.91,207.1,3.66,0.15,0.52,83.92,68.81,88.8,84.55,24,8,Decrease HVAC setpoint,17,19,5,2025,0,21,2,0
B1,4,Zone-6,Room-129,Weekday,Spring,23.88,34.08,54.2,636,13,ON,Cooling,24,60,7.29,0.0,3.83,0.18,0.0,63.13,51.77,98.6,65.04,24,8,Shift non-critical loads,18,19,5,2025,0,21,2,0
B1,3,Zone-3,Room-125,Weekday,Spring,23.89,35.75,48.3,432,0,ON,Cooling,24,10,4.82,0.0,4.03,0.18,0.0,52.8,43.3,99.1,51.4,25,12,Shift non-critical loads,19,19,5,2025,0,21,2,0
B1,1,Zone-2,Room-113,Weekday,Spring,23.41,33.99,45.7,403,0,ON,Cooling,24,10,4.67,0.0,2.92,0.18,0.0,50.34,41.28,96.2,51.51,25,12,Decrease HVAC setpoint,20,19,5,2025,0,21,2,0
B1,2,Zone-3,Room-112,Weekday,Spring,23.92,34.96,43.5,556,7,ON,Cooling,24,60,6.61,0.0,2.73,0.18,0.0,62.12,50.94,98.3,61.99,25,12,Maintain settings,21,19,5,2025,0,21,2,0
B1,4,Zone-2,Room-106,Weekday,Spring,23.91,34.02,53.1,678,16,ON,Cooling,24,60,8.11,0.0,2.45,0.18,0.0,68.13,55.87,98.9,68.91,24,8,Dim lighting,22,19,5,2025,0,21,2,0
B1,4,Zone-2,Room-123,Weekday,Spring,23.63,32.39,66.6,562,10,ON,Cooling,24,60,6.79,0.0,2.55,0.1,0.0,59.98,49.18,94.8,60.78,24,8,Maintain settings,23,19,5,2025,0,21,2,0
B1,2,Zone-5,Room-146,Weekday,Spring,23.71,32.61,50.7,615,12,ON,Cooling,24,60,7.53,0.0,4.59,0.1,0.0,62.63,51.36,98.4,61.85,24,8,Increase ventilation,0,20,5,2025,1,21,2,0
B1,5,Zone-1,Room-128,Weekday,Spring,23.8,30.08,54.8,663,16,ON,Cooling,24,60,7.52,0.0,3.52,0.1,0.0,61.22,50.2,98.0,62.67,24,8,Increase ventilation,1,20,5,2025,1,21,2,0
B1,4,Zone-2,Room-112,Weekday,Spring,23.67,29.1,50.0,492,3,ON,Cooling,24,60,5.76,0.0,5.08,0.1,0.0,49.03,40.2,98.3,48.28,25,12,Increase ventilation,2,20,5,2025,1,21,2,0
B1,1,Zone-4,Room-126,Weekday,Spring,24.07,25.69,61.1,402,0,OFF,Cooling,28,10,5.31,0.0,1.93,0.1,0.0,39.18,32.13,97.4,40.94,25,8,Decrease HVAC setpoint,3,20,5,2025,1,21,2,0
B1,2,Zone-1,Room-101,Weekday,Spring,23.75,24.49,65.1,418,0,OFF,Ventilation,28,10,4.76,0.0,2.96,0.1,0.0,38.18,31.31,95.7,38.21,25,8,Dim lighting,4,20,5,2025,1,21,2,0
B1,5,Zone-5,Room-123,Weekday,Spring,23.44,22.15,53.2,501,4,ON,Ventilation,24,60,6.02,0.0,1.83,0.1,0.0,40.02,32.82,96.6,39.87,25,12,Maintain settings,5,20,5,2025,1,21,2,0
B1,3,Zone-5,Room-105,Weekday,Spring,23.27,21.36,51.9,562,8,ON,Ventilation,24,60,6.48,0.0,2.81,0.1,0.0,43.01,35.27,96.0,42.0,25,12,Shift non-critical loads,6,20,5,2025,1,21,2,0
B1,2,Zone-2,Room-133,Weekday,Spring,23.75,21.73,63.0,629,12,ON,Ventilation,24,60,7.02,207.1,2.77,0.1,0.52,47.32,38.8,96.2,49.23,24,8,Dim lighting,7,20,5,2025,1,21,2,0
B1,1,Zone-7,Room-121,Weekday,Spring,24.76,20.0,53.3,963,35,ON,Ventilation,24,90,10.89,400.0,1.34,0.1,1.0,69.22,56.76,88.1,67.73,24,8,Decrease HVAC setpoint,8,20,5,2025,1,21,2,0
B1,1,Zone-7,Room-149,Weekday,Spring,24.56,21.91,46.9,1204,49,ON,Ventilation,24,90,13.75,565.7,2.74,0.15,1.41,81.57,66.89,78.2,83.53,24,8,Decrease HVAC setpoint,9,20,5,2025,1,21,2,0
B1,1,Zone-4,Room-103,Weekday,Spring,24.82,22.27,55.2,1175,46,ON,Ventilation,24,90,13.3,692.8,3.22,0.15,1.73,78.25,64.16,77.8,79.96,24,8,Decrease HVAC setpoint,10,20,5,2025,1,21,2,0
B1,2,Zone-2,Room-115,Weekday,Spring,25.1,22.93,57.1,1083,40,ON,Ventilation,24,90,12.17,772.7,2.08,0.15,1.93,75.8,62.16,80.2,73.91,24,8,Increase HVAC setpoint,11,20,5,2025,1,21,2,0
B1,3,Zone-6,Room-126,Weekday,Spring,24.08,24.9,51.4,1159,46,ON,Ventilation,24,90,12.81,800.0,2.68,0.15,2.0,84.18,69.03,83.0,84.04,24,8,Decrease HVAC setpoint,12,20,5,2025,1,21,2,0
B1,4,Zone-1,Room-147,Weekday,Spring,24.68,26.11,66.3,1101,44,ON,Cooling,24,90,12.94,772.7,3.57,0.15,1.93,82.77,67.87,79.7,83.81,24,8,Dim lighting,13,20,5,2025,1,21,2,0
B1,5,Zone-4,Room-147,Weekday,Spring,25.19,29.16,55.9,1133,45,ON,Cooling,24,90,12.88,692.8,3.31,0.15,1.73,87.95,72.12,77.7,88.66,24,8,Maintain settings,14,20,5,2025,1,21,2,0
B1,4,Zone-7,Room-103,Weekday,Spring,24.7,30.25,57.3,1071,42,ON,Cooling,24,90,12.06,565.7,4.28,0.15,1.41,86.68,71.08,82.7,85.42,24,8,Decrease HVAC setpoint,15,20,5,2025,1,21,2,0
B1,3,Zone-5,Room-130,Weekday,Spring,24.77,31.67,43.7,1165,46,ON,Cooling,24,90,12.78,400.0,3.39,0.15,1.0,90.18,73.95,78.3,90.39,24,8,Increase ventilation,16,20,5,2025,1,21,2,0
B1,3,Zone-5,Room-111,Weekday,Spring,25.09,33.38,44.6,1199,48,ON,Cooling,24,90,14.04,207.1,2.74,0.15,0.52,97.86,80.25,75.3,99.57,24,8,Increase ventilation,17,20,5,2025,1,21,2,0
B1,1,Zone-2,Room-125,Weekday,Spring,23.13,33.61,61.9,488,5,ON,Cooling,24,60,6.33,0.0,2.41,0.18,0.0,56.12,46.02,93.3,54.24,25,12,Reduce ventilation,18,20,5,2025,1,21,2,0
B1,1,Zone-3,Room-145,Weekday,Spring,23.35,34.7,53.7,439,0,ON,Cooling,24,10,4.74,0.0,5.63,0.18,0.0,53.1,43.54,96.0,53.16,25,12,Increase HVAC setpoint,19,20,5,2025,1,21,2,0
B1,4,Zone-8,Room-139,Weekday,Spring,24.16,34.18,57.4,672,15,ON,Cooling,24,60,7.71,0.0,5.97,0.18,0.0,68.4,56.09,97.7,67.1,24,8,Shift non-critical loads,20,20,5,2025,1,21,2,0
B1,5,Zone-3,Room-126,Weekday,Spring,23.05,34.72,61.0,409,0,ON,Cooling,24,10,4.69,0.0,2.48,0.18,0.0,53.36,43.76,93.0,52.68,25,12,Increase HVAC setpoint,21,20,5,2025,1,21,2,0
B1,2,Zone-5,Room-122,Weekday,Spring,23.46,33.39,65.0,479,3,ON,Cooling,24,60,5.15,0.0,2.38,0.18,0.0,53.8,44.12,94.3,54.47,25,12,Decrease HVAC setpoint,22,20,5,2025,1,21,2,0
B1,4,Zone-4,Room-115,Weekday,Spring,23.8,32.56,43.8,552,9,ON,Cooling,24,60,6.96,0.0,2.99,0.1,0.0,59.21,48.55,97.8,59.35,25,12,Decrease HVAC setpoint,23,20,5,2025,1,21,2,0
B1,2,Zone-8,Room-112,Weekday,Spring,23.84,30.45,66.9,418,0,ON,Cooling,24,10,5.26,0.0,1.71,0.1,0.0,47.4,38.87,95.8,47.32,25,12,Shift non-critical loads,0,21,5,2025,2,21,2,0
B1,1,Zone-7,Room-105,Weekday,Spring,23.76,29.47,45.6,440,0,ON,Cooling,24,10,5.23,0.0,3.32,0.1,0.0,46.07,37.78,97.9,44.44,25,12,Decrease HVAC setpoint,1,21,5,2025,2,21,2,0
B1,5,Zone-3,Room-105,Weekday,Spring,23.14,27.78,45.3,500,4,ON,Cooling,24,60,5.76,0.0,3.21,0.1,0.0,49.14,40.29,94.7,48.01,25,12,Shift non-critical loads,2,21,5,2025,2,21,2,0
B1,2,Zone-6,Room-114,Weekday,Spring,23.43,26.29,43.7,399,0,OFF,Cooling,28,10,5.11,0.0,1.77,0.1,0.0,40.88,33.52,95.9,41.35,25,8,Reduce ventilation,3,21,5,2025,2,21,2,0
B1,5,Zone-6,Room-115,Weekday,Spring,23.8,25.62,51.0,574,10,ON,Cooling,24,60,7.15,0.0,3.44,0.1,0.0,52.1,42.72,98.8,51.25,24,8,Reduce ventilation,4,21,5,2025,2,21,2,0
B1,3,Zone-6,Room-117,Weekday,Spring,23.98,22.48,53.8,802,24,ON,Ventilation,24,60,9.74,0.0,3.11,0.1,0.0,58.27,47.78,99.1,59.36,24,8,Reduce ventilation,5,21,5,2025,2,21,2,0
B1,4,Zone-8,Room-128,Weekday,Spring,22.93,21.33,60.8,413,0,OFF,Ventilation,28,10,5.08,0.0,2.0,0.1,0.0,35.22,28.88,92.5,34.68,25,8,Increase ventilation,6,21,5,2025,2,21,2,0
B1,4,Zone-5,Room-124,Weekday,Spring,23.22,20.88,63.6,423,0,OFF,Ventilation,28,10,5.02,207.1,4.89,0.1,0.52,35.08,28.77,93.4,35.42,25,8,Dim lighting,7,21,5,2025,2,21,2,0
B1,1,Zone-5,Room-101,Weekday,Spring,24.44,21.52,48.9,1255,52,ON,Ventilation,24,90,14.0,400.0,2.11,0.1,1.0,84.06,68.93,76.9,85.78,24,8,Increase ventilation,8,21,5,2025,2,21,2,0
B1,4,Zone-1,Room-133,Weekday,Spring,24.62,21.92,43.7,1066,41,ON,Ventilation,24,90,12.31,565.7,1.84,0.15,1.41,76.7,62.89,83.5,78.28,24,8,Increase ventilation,9,21,5,2025,2,21,2,0
B1,3,Zone-1,Room-120,Weekday,Spring,24.17,22.36,55.5,1183,47,ON,Ventilation,24,90,13.13,692.8,2.99,0.15,1.73,79.76,65.4,80.7,78.21,24,8,Reduce ventilation,10,21,5,2025,2,21,2,0
B1,3,Zone-4,Room-110,Weekday,Spring,24.98,24.16,48.2,1236,51,ON,Ventilation,24,90,13.92,772.7,2.32,0.15,1.93,85.41,70.04,74.9,83.79,24,8,Maintain settings,11,21,5,2025,2,21,2,0
B1,1,Zone-5,Room-143,Weekday,Spring,24.87,24.19,54.6,937,32,ON,Ventilation,24,90,10.66,800.0,2.66,0.15,2.0,70.15,57.52,88.5,68.27,24,8,Dim lighting,12,21,5,2025,2,21,2,0
B1,1,Zone-4,Room-135,Weekday,Spring,24.73,25.05,65.8,973,34,ON,Cooling,24,90,11.17,772.7,3.14,0.15,1.93,72.57,59.51,85.3,73.66,24,8,Maintain settings,13,21,5,2025,2,21,2,0
B1,5,Zone-5,Room-124,Weekday,Spring,24.58,28.59,46.0,1056,41,ON,Cooling,24,90,12.25,692.8,2.99,0.15,1.73,84.84,69.57,84.7,86.1,24,8,Reduce ventilation,14,21,5,2025,2,21,2,0
B1,2,Zone-2,Room-131,Weekday,Spring,24.95,29.74,53.1,1118,44,ON,Cooling,24,90,12.47,565.7,4.18,0.15,1.41,86.11,70.61,80.2,86.29,24,8,Dim lighting,15,21,5,2025,2,21,2,0
B1,3,Zone-2,Room-146,Weekday,Spring,24.58,32.53,52.2,1096,42,ON,Cooling,24,90,12.57,400.0,3.41,0.15,1.0,88.24,72.36,83.2,89.06,24,8,Shift non-critical loads,16,21,5,2025,2,21,2,0
B1,2,Zone-6,Room-105,Weekday,Spring,24.58,32.24,43.1,1186,48,ON,Cooling,24,90,13.96,207.1,1.56,0.15,0.52,96.16,78.85,78.2,97.54,24,8,Reduce ventilation,17,21,5,2025,2,21,2,0
B1,5,Zone-6,Room-116,Weekday,Spring,24.1,33.51,52.1,437,0,ON,Cooling,24,10,4.51,0.0,2.11,0.18,0.0,51.31,42.07,99.1,49.42,25,12,Dim lighting,18,21,5,2025,2,21,2,0
B1,3,Zone-3,Room-109,Weekday,Spring,23.0,33.69,57.7,406,0,ON,Cooling,24,10,4.6,0.0,2.85,0.18,0.0,50.14,41.11,93.5,49.48,25,12,Decrease HVAC setpoint,19,21,5,2025,2,21,2,0
B1,2,Zone-7,Room-145,Weekday,Spring,24.19,34.03,63.4,459,4,ON,Cooling,24,60,5.84,0.0,3.24,0.18,0.0,56.03,45.94,96.4,54.7,25,12,Maintain settings,20,21,5,2025,2,21,2,0
B1,3,Zone-2,Room-116,Weekday,Spring,23.81,33.83,48.4,576,9,ON,Cooling,24,60,6.89,0.0,1.51,0.18,0.0,60.21,49.37,98.7,60.16,25,12,Decrease HVAC setpoint,21,21,5,2025,2,21,2,0
B1,2,Zone-5,Room-130,Weekday,Spring,23.38,34.32,61.8,558,9,ON,Cooling,24,60,6.7,0.0,3.61,0.18,0.0,61.1,50.1,94.5,59.35,25,12,Increase ventilation,22,21,5,2025,2,21,2,0
